chemical_id,id,ingredient_name,description,rating_score,category_id,functions
1077,1350,PEG-200,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1078,1351,PEG-200 HYDROGENATED GLYCERYL PALMATE,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1079,1352,PEG-23 GLYCERYL DISTEARATE,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1108,1381,PEG-8 DIMETHICONE,"Dimethicone Copolyol là thuật ngữ chung được sử dụng cho một nhóm polyme được làm từ dimethicone và polyoxyethylene và/hoặc polyoxypropylene. Một dạng silicone dưỡng ẩm. Các loại silicone được sử dụng trong các mỹ phẩm được ủng hộ bởi nghiên cứu khoa học và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[121],CHẤT DƯỠNG ẨM
1080,1353,PEG-3 DIMETHICONE,"Dimethicone được sử dụng trong rất nhiều công thức mỹ phẩm và các sản phẩm chăm sóc cá nhân bao gồm lotion và kem dưỡng da, xà phòng tắm, dầu gội đầu và các sản phẩm chăm sóc tóc, công dụng chủ yếu là: Chất chống tạo bọt, chất dưỡng tóc, bảo vệ da. Các loại silicone được sử dụng trong mỹ phẩm được ủng hộ bởi nghiên cứu khoa học và được xem là an toàn cho người tiêu dùng sử dụng. Những loại silicone hóa mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.
Dimethicone Copolyol là thuật ngữ chung được sử dụng cho một nhóm polyme được làm từ dimethicone và polyoxyethylene và/hoặc polyoxypropylene. Một dạng silicone dưỡng ẩm. Các loại silicone được sử dụng trong các mỹ phẩm được ủng hộ bởi nghiên cứu khoa học và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[121],CHẤT DƯỠNG ẨM
1081,1354,PEG-30 DIPOLYHYDROXYSTEARATE,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1082,1355,PEG-33,Polyme tổng hợp của ethylene oxide được sử dụng làm chất kết dính và chất thu hút độ ẩm.,4.0,[138],CHƯA PHÂN LOẠI
1083,1356,PEG-4,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1084,1357,PEG-4 DILAURATE,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1085,1358,PEG-4 LAURATE,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1086,1359,PEG-40 GLYCERYL COCOATE,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1087,1360,PEG-40 HYDROGENATED CASTOR OIL,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1088,1361,PEG-40 STEARATE,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1089,1362,PEG-400,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1090,1363,PEG-45M,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1091,1364,PEG-5 COCOATE,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1092,1365,PEG-5 PENTAERYTHRITYL ETHER,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1093,1366,PEG-5 RAPESEED STEROL,"Một hỗn hợp phức hợp của một glycol với một axit béo và glucose có nhiều chức năng: dưỡng ẩm, chất làm sạch bề mặt, hoặc chất nhũ hoá.",4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1094,1367,PEG-50 HYDROGENATED CASTOR OIL,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[113, 121]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM"
1095,1368,PEG-6 CAPRYLIC CAPRIC GLYCERIDES,"Caprylic/capric triglyceride có nguồn gốc từ dầu dừa và glycerin.Về mặt hoá học, caprylic/capric triglyceride chứa lượng axit béo cao để giúp giữ ẩm bề mặt da. Caprylic/capric triglyceride có đặc tính dưỡng ẩm củng cố lượng nước trong da. Caprica/capric triglyceride cũng có tính năng như một chất tạo độ trượt cho mỹ phẩm. Nó thường được kết hợp với dimethicone PEG/PPG để tạo ra công thức nhũ tương như ý muốn, cho phép các sản phẩm dễ bôi lên da, kết cấu mượt hơn.",5.0,"[113, 121, 124]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1096,1369,PEG-6 CAPRYLIC/CAPRIC GLYCERIDES,"Caprylic/capric triglyceride có nguồn gốc từ dầu dừa và glycerin.Về mặt hoá học, caprylic/capric triglyceride chứa lượng axit béo cao để giúp giữ ẩm bề mặt da. Caprylic/capric triglyceride có đặc tính dưỡng ẩm củng cố lượng nước trong da. Caprica/capric triglyceride cũng có tính năng như một chất tạo độ trượt cho mỹ phẩm. Nó thường được kết hợp với dimethicone PEG/PPG để tạo ra công thức nhũ tương như ý muốn, cho phép các sản phẩm dễ bôi lên da, kết cấu mượt hơn.",5.0,"[113, 121, 124]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1097,1370,PEG-60 GLYCERYL ISOSTEARATE,"Chất dẫn polyethylen glycol của axit béo từ dầu hạnh nhân, thành phần này hoạt động như một chất dưỡng ẩm da, và chất nhũ hoá, trong số các chất khác và không bị xem là một thành phần gây vấn đề cho da.",4.0,[121],CHẤT DƯỠNG ẨM
1098,1371,PEG-60 HYDROGENATED CASTOR OIL,Chức năng chính của thành phần này là chất làm sạch.,4.0,"[120, 121, 124]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1099,1372,PEG-60 ALMOND GLYCERIDES,"Chất dẫn polyethylen glycol của axit béo từ dầu hạnh nhân, thành phần này hoạt động như một chất dưỡng ẩm da, và chất nhũ hoá, trong số các chất khác và không bị xem là một thành phần gây vấn đề cho da.",4.0,[121],CHẤT DƯỠNG ẨM
1100,1373,PEG-7 CAPRYLIC/CAPRIC GLYCERIDES,"Caprylic/capric triglyceride có nguồn gốc từ dầu dừa và glycerin.Về mặt hoá học, caprylic/capric triglyceride chứa lượng axit béo cao để giúp giữ ẩm bề mặt da. Caprylic/capric triglyceride có đặc tính dưỡng ẩm củng cố lượng nước trong da. Caprica/capric triglyceride cũng có tính năng như một chất tạo độ trượt cho mỹ phẩm. Nó thường được kết hợp với dimethicone PEG/PPG để tạo ra công thức nhũ tương như ý muốn, cho phép các sản phẩm dễ bôi lên da, kết cấu mượt hơn.",5.0,"[113, 121, 124]","TẠO KẾT CẤU SẢN PHẨM, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1101,1374,PEG-7 DIMETHICONE,"Dimethicone Copolyol là thuật ngữ chung được sử dụng cho một nhóm polyme được làm từ dimethicone và polyoxyethylene và/hoặc polyoxypropylene. Một dạng silicone dưỡng ẩm. Các loại silicone được sử dụng trong các mỹ phẩm được ủng hộ bởi nghiên cứu khoa học và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[121],CHẤT DƯỠNG ẨM
1102,1375,PEG-7 GLYCERYL COCOATE,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[121, 137]","CHẤT DƯỠNG ẨM, CHẤT NHŨ HÓA/LÀM DẦY KẾT CẤU SẢN PHẨM"
1103,1376,PEG-75,Một hỗn hợp polyethylene glycol (PEG) và thành phần axit béo của cây cải dầu. Được sử dụng làm chất làm sạch bề mặt và giúp làm cho các sản phẩm hòa tan. Thành phần này cũng có thể được liệt kê với tên phytosterol PEG-10.,4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1104,1377,PEG-75 SHEA BUTTER GLYCERIDES,Một chất nhũ tương và dưỡng da từ glycerides (axit béo) nguồn gốc từ bơ đậu mỡ.,4.0,[132],CHẤT DƯỠNG DA
1105,1378,PEG-8,None,4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1106,1379,PEG-8 ALUMINA,None,4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1113,1386,PEG-9 DIMETHICONE,"Dimethicone Copolyol là thuật ngữ chung được sử dụng cho một nhóm polyme được làm từ dimethicone và polyoxyethylene và/hoặc polyoxypropylene. Một dạng silicone dưỡng ẩm. Các loại silicone được sử dụng trong các mỹ phẩm được ủng hộ bởi nghiên cứu khoa học và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[121],CHẤT DƯỠNG ẨM
1114,1387,PEG-9 POLYDIMETHYLSILOXYETHYL DIMETHICONE,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[121, 137]","CHẤT DƯỠNG ẨM, CHẤT NHŨ HÓA/LÀM DẦY KẾT CẤU SẢN PHẨM"
1115,1388,PEG-9 POLYDIMETHYSILOXYETHYL DIMETHICONE,được sử dụng làm chất dưỡng ẩm và làm dày kết cấu trong mỹ phẩm.,4.0,"[121, 137]","CHẤT DƯỠNG ẨM, CHẤT NHŨ HÓA/LÀM DẦY KẾT CẤU SẢN PHẨM"
1116,1389,PEG/PPG-17/6 COPOLYMER,PEG là viết tắt của polyethylene glycol; PPG là viết tắt của polypropylene glycol.,4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1117,1390,PEG/PPG-18/18 DIMETHICONE,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1118,1391,PEG/PPG-18/4 COPOLYMER,None,4.0,[138],CHƯA PHÂN LOẠI
1119,1392,PEG/PPG-20/15 DIMETHICONE,PEG là viết tắt của polyethylene glycol; PPG là viết tắt của polypropylene glycol.,4.0,"[120, 121]","LÀM SẠCH DA, CHẤT DƯỠNG ẨM"
1120,1393,PEG/PPG-25/30 COPOLYMER,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1121,1394,PEG/PPG-27/27 DIMETHICONE,"Dimethicone Copolyol là thuật ngữ chung được sử dụng cho một nhóm polyme được làm từ dimethicone và polyoxyethylene và/hoặc polyoxypropylene. Một dạng silicone dưỡng ẩm. Các loại silicone được sử dụng trong các mỹ phẩm được ủng hộ bởi nghiên cứu khoa học và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[121],CHẤT DƯỠNG ẨM
1122,1395,PEG/PPG-3/10 DIMETHICONE,"Dimethicone Copolyol là thuật ngữ chung được sử dụng cho một nhóm polyme được làm từ dimethicone và polyoxyethylene và/hoặc polyoxypropylene. Một dạng silicone dưỡng ẩm. Các loại silicone được sử dụng trong các mỹ phẩm được ủng hộ bởi nghiên cứu khoa học và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[121],CHẤT DƯỠNG ẨM
1123,1396,PEG/PPG-4/12 DIMETHICONE,"Dimethicone Copolyol là thuật ngữ chung được sử dụng cho một nhóm polyme được làm từ dimethicone và polyoxyethylene và/hoặc polyoxypropylene. Một dạng silicone dưỡng ẩm. Các loại silicone được sử dụng trong các mỹ phẩm được ủng hộ bởi nghiên cứu khoa học và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[121],CHẤT DƯỠNG ẨM
1124,1397,PEG/PPG/POLYBUTYLENE GLYCOL 8/5/3 GLYCERIN,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1125,1398,PELVETIA CANALICULATA (CHANNELLED WRACK) EXTRACT,None,4.0,"[124, 132]","CHIẾT XUẤT THỰC VẬT, CHẤT DƯỠNG DA"
1126,1399,PHA,"Polyhydroxy axit là những thành phần như gluconolactone và acid lactobionic. Chúng được cho là có hiệu quả như AHA, nhưng ít nhạy cảm hơn.",5.0,"[116, 141]","TẨY DA CHẾT, CHẤT LÀM SÁNG DA"
1127,1400,PPG,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1128,1401,PPG-10,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1129,1402,PPG-10 CETYL ETHER,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1130,1403,PPG-12 BUTETH-16,"Thành phần linh hoạt gồm nhiều loại cồn không kích ứng da. Có chức năng như một dưỡng da, chất nhũ hoá, dung môi, và chất làm sạch bề mặt.",4.0,"[113, 120]","TẠO KẾT CẤU SẢN PHẨM, LÀM SẠCH DA"
1131,1404,PPG-12/SMDI COPOLYMER,Copolymer đóng vai trò chất tạo màng trong mỹ phẩm.,4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1132,1405,PPG-14 BUTYL ETHER,Được sử dụng làm chất dưỡng tóc và da.,4.0,[138],CHƯA PHÂN LOẠI
1133,1406,PPG-15 STEARYL ETHER,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1134,1407,PPG-15 STEARYL ETHER BENZOATE,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1135,1408,PPG-18,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1136,1409,PPG-2 MYRISTYL ETHER PROPIONATE,"được sử dụng làm chất dưỡng da và, trong một số trường hợp, như một chất làm đặc kết cấu.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1137,1410,PPG-2-DECETH-30,Chất nhũ hoá có nguồn gốc từ cồn béo.,4.0,[138],CHƯA PHÂN LOẠI
1138,1411,PPG-20 METHYL GLUCOSE ETHER,"Một thành phần tổng hợp có chức năng dưỡng da và tóc. Tên gọi ""PPG"" là viết tắt của polypropylene glycol.",4.0,[138],CHƯA PHÂN LOẠI
1139,1412,PPG-26,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1140,1413,PPG-26-BUTETH-26,"Nó có nhiều chức năng trong mỹ phẩm, từ chất dưỡng tóc đến chất làm sạch bề mặt và chất nhũ hoá.",4.0,"[120, 137]","LÀM SẠCH DA, CHẤT NHŨ HÓA/LÀM DẦY KẾT CẤU SẢN PHẨM"
1141,1414,PPG-26/DIMER DILINOLEATE COPOLYMER,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1142,1415,PPG-3 BENZYL ETHER MYRISTATE,"PPG-3 benzyl eter myristate làm tăng độ bóng cho tóc, cải thiện khả năng bôi của các loại kem, ngậm các sắc tố trong sản phẩm makeup, và làm ẩm da, cùng với các chức năng khác. Thành phần này được coi là an toàn và dịu nhẹ.",4.0,[121],CHẤT DƯỠNG ẨM
1143,1416,PPG-5 PENTAERYTHRITYL ETHER,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1260,1579,POLYGLYCERYL-6 CAPRYLATE,Có chức năng dưỡng ẩm và nhũ hoá trong các sản phẩm dưỡng ẩm và các sản phẩm chăm sóc da khác.,4.0,[121],CHẤT DƯỠNG ẨM
1144,1417,PPG-5-LAURETH-5,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1145,1418,PPG-8-CETETH-20,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1146,1419,PSIDIUM GUAJAVA (GUAVA) FRUIT EXTRACT,"Những chất như polyphenol, carotenoid, flavonoid và tannin chiết xuất trong lá ổi giúp giảm cân, giảm cholesterols, hỗ trợ điều trị tiểu đường hay bệnh tiêu hóa, trị mụn trứng cá, vết thâm, mụn đầu đen, ngăn ngừa lão hóa.",4.0,"[117, 124, 132]","TRỊ MỤN, CHIẾT XUẤT THỰC VẬT, CHẤT DƯỠNG DA"
1147,1420,PTFE,"PTFE là một polymer của tetrafluoroethylene, được biết đến dưới tên Teflon.",2.0,"[131, 132]","GÂY KÍCH ỨNG DA, CHẤT DƯỠNG DA"
1148,1421,PTFE (TEFLON),"PTFE là một polymer của tetrafluoroethylene, được biết đến dưới tên Teflon.",2.0,"[131, 132]","GÂY KÍCH ỨNG DA, CHẤT DƯỠNG DA"
1149,1422,PUERARIA LOBATA (KUDZU) ROOT EXTRACT,"Nguồn isoflavone, genistein, và daidzein. Đây là chất chống oxy hóa mạnh.",5.0,"[118, 124]","CHẤT CHỐNG OXY HÓA, CHIẾT XUẤT THỰC VẬT"
1150,1423,PVM/MA COPOLYMER,"Silicone có chức năng như một chất dưỡng da và chất nhũ hoá. Các loại silicone được sử dụng trong mỹ phẩm được nghiên cứu khoa học ủng hộ và được xem là an toàn cho người tiêu dùng. Những loại silicone mỹ phẩm này là những thành phần hiệu quả, trơ và linh hoạt có lợi cho da và tóc theo nhiều cách.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1151,1424,PVM/MA DECADIENE CROSSPOLYMER,Polyme tổng hợp được sử dụng làm chất tạo màng và làm đặc kết cấu sản phẩm.,4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1152,1425,PVP,"Thường được liệt kê trên nhãn sản phẩm như PVP hoặc copolymer PVP, nó là một trong những thành phần chính được sử dụng trong sản phẩm tạo kiểu tóc để giữ tóc vào nếp. Khi có một lượng nhỏ trong sản phẩm chăm sóc da, nó sẽ tạo một lớp màng trên da có chức năng giữ nước cho da. Nó có thể kích ứng da đối với một số cá nhân.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1153,1426,PVP COPOLYMER,"Thường được liệt kê trên nhãn sản phẩm như PVP hoặc copolymer PVP, nó là một trong những thành phần chính được sử dụng trong sản phẩm tạo kiểu tóc để giữ tóc vào nếp. Khi có một lượng nhỏ trong sản phẩm chăm sóc da, nó sẽ tạo một lớp màng trên da có chức năng giữ nước cho da. Nó có thể kích ứng da đối với một số cá nhân.",4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1154,1427,PVP/DIMETHYLAMINOETHYLMETHACRYLATE,Polymer được hình thành từ PVP (polyvinylpyrrolidone) và chất tạo màng dimethylaminomethacrylate.,4.0,[113],TẠO KẾT CẤU SẢN PHẨM
1155,1428,PYRUS CYDONIA (QUINCE) SEED EXTRACT,"Được sử dụng làm chất làm đặc trong mỹ phẩm, nhưng cũng có tính chất làm se (astringent) và có thể gây kích ứng da.",1.0,"[113, 124]","TẠO KẾT CẤU SẢN PHẨM, CHIẾT XUẤT THỰC VẬT"
1156,1429,PADINA PAVONICA THALLUS EXTRACT,"Một loại tảo. Trong mỹ phẩm, tảo hoạt động như chất làm đặc, chất kết dính nước, chất chống oxy hoá.",4.0,"[118, 121, 124]","CHẤT CHỐNG OXY HÓA, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1157,1430,PADINA PAVONICA EXTRACT,"Một loại tảo. Trong mỹ phẩm, tảo hoạt động như chất làm đặc, chất kết dính nước, chất chống oxy hoá.",4.0,"[118, 121, 124]","CHẤT CHỐNG OXY HÓA, CHẤT DƯỠNG ẨM, CHIẾT XUẤT THỰC VẬT"
1158,1431,PAEONIA ALBIFLORA ROOT EXTRACT,"Có một số nghiên cứu trong ống nghiệm (có nghĩa là trong dĩa petri, không phải trên da) nghiên cứu cho biết các thành phần trong rễ hoa mẫu đơn có thể làm giảm sắc tố melanin dẫn đến nám.",3.0,[124],CHIẾT XUẤT THỰC VẬT
1159,1432,PAEONIA ALBIFLORA EXTRACT,"Có một số nghiên cứu trong ống nghiệm (có nghĩa là trong dĩa petri, không phải trên da) nghiên cứu cho biết các thành phần trong rễ hoa mẫu đơn có thể làm giảm sắc tố melanin dẫn đến nám.",3.0,[124],CHIẾT XUẤT THỰC VẬT
1159,1434,PEONY (PAEONIA ALBIFLORA) ROOT EXTRACT,"Có một số nghiên cứu trong ống nghiệm (có nghĩa là trong dĩa petri, không phải trên da) nghiên cứu cho biết các thành phần trong rễ hoa mẫu đơn có thể làm giảm sắc tố melanin dẫn đến nám.",3.0,[124],CHIẾT XUẤT THỰC VẬT
1159,1433,PAEONIA ALBIFLORA ROOT (PEONY) EXTRACT,"Có một số nghiên cứu trong ống nghiệm (có nghĩa là trong dĩa petri, không phải trên da) nghiên cứu cho biết các thành phần trong rễ hoa mẫu đơn có thể làm giảm sắc tố melanin dẫn đến nám.",3.0,[124],CHIẾT XUẤT THỰC VẬT
1159,1435,EXTRACT OF PAEONIA ALBIFLORA ROOT,"Có một số nghiên cứu trong ống nghiệm (có nghĩa là trong dĩa petri, không phải trên da) nghiên cứu cho biết các thành phần trong rễ hoa mẫu đơn có thể làm giảm sắc tố melanin dẫn đến nám.",3.0,[124],CHIẾT XUẤT THỰC VẬT
1159,1436,PEONY ROOT EXTRACT,"Có một số nghiên cứu trong ống nghiệm (có nghĩa là trong dĩa petri, không phải trên da) nghiên cứu cho biết các thành phần trong rễ hoa mẫu đơn có thể làm giảm sắc tố melanin dẫn đến nám.",3.0,[124],CHIẾT XUẤT THỰC VẬT
1159,1437,EXTRACT OF PEONY ROOT,"Có một số nghiên cứu trong ống nghiệm (có nghĩa là trong dĩa petri, không phải trên da) nghiên cứu cho biết các thành phần trong rễ hoa mẫu đơn có thể làm giảm sắc tố melanin dẫn đến nám.",3.0,[124],CHIẾT XUẤT THỰC VẬT
