ingredient_name,link,functions,rating,discription,rating_score
BISMUTH OXYCHLORIDE,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/bismuth-oxychloride.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Absorbent']",average,"Also known as synthetic pearl, it’s the primary ingredient included in most powders that are referred to as ""mineral makeup."" Some cosmetic companies claim that bismuth oxychloride is natural and better for skin than talc. The truth is that in many ways talc is a more natural, unadulterated, pure ingredient than bismuth oxychloride. Bismuth oxychloride, which seldom occurs in nature, is manufactured by combining bismuth, a by-product of lead and copper metal refining, with chloride (a chlorine compound) and water. It's used in cosmetics because it has a distinct shimmery, pearlescent appearance and a fine white powder texture that adheres well to skin. Bismuth oxychloride is heavier than talc. Pure bismuth is a naturally occurring, grayish-white powder. It and its derivatives are used as skin protectives, thickeners, and absorbent agents. Bismuth oxychloride was permanently listed by the FDA as a coloring agent in 1977 and for use as a synthetic ingredient.Some people react to bismuth oxychloride due to its unique crystalline structure. What happens is that the crystals can ""poke"" at skin and get stuck in the pores, where the sharper ""spokes"" can cause irritation. This is more of a problem when bismuth oxychloride is the main ingredient in powder makeup.Pure concentrations of bismuth oxychloride nanoparticles appear to have a negative effect on human skin cells. References for this information: Food and Chemical Toxicology, June 2015, pages 52-61 http://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfcfr/CFRSearch.cfm?fr=73.2162&SearchTerm=bismuth%20oxychloride http://bismuth.atomistry.com/production.html",1
BIS-PEG-18 METHYL ETHER DIMETHYL SILANE,https://www.paulaschoice.com/ingredient-dictionary/silicones/bis-peg-18-methyl-ether-dimethyl-silane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Cleansing Agents', 'Texture Enhancer', 'Emollients']",goodie,A synthetic skin conditioning agent and surfactant belonging to the chemical class of siloxanes and silicones.,2
BIS-PHENYLPROPYL DIMETHICONE,https://www.paulaschoice.com/ingredient-dictionary/silicones/bis-phenylpropyl-dimethicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Texture Enhancer']",goodie,"A synthetic, colorless, silicone-based polymer that functions as an emollient, texture enhancer, and conditioning agent. It is used in products for skin and for hair.",2
BITTER ORANGE FLOWER,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/bitter-orange-flower.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,"Frequently listed as Citrus aurantium, it can have antioxidant properties when eaten. However, used topically its methanol content makes it potentially sensitizing for skin.",0
BLACKBERRY,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/blackberry.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Berries that have potent antioxidant properties.
References for this information:
Journal of Agricultural Food Chemistry, June 2002, issue 12, pages 3495–3500",3
BLACK COHOSH,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/black-cohosh.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],average,There is no research showing that black cohosh can have this or any effect when applied topically on skin.,1
BLACK CURRANT OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/black-currant-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],superstar,Non-volatile plant oil.,3
BLACK ELDERBERRY,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/black-elderberry.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Also known as black elderberry or Sambucus nigra,  this plant has potent antioxidant properties due to the flavonoid compounds naturally present. Elderberry has skin-soothing effects.References for this information:Molecules, October 2018, ePublicationInternational Journal of Molecular Sciences, March 2017, ePublicationFood Chemistry, February 2016, pages 142-148Journal of Agricultural and Food Chemistry, September 2010, issue 18, pages 10,143-10,146Journal of Agricultural and Food Chemistry, December 2004, issue 26, pages 7,846-7,856",3
BLACK LOCUST EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/black-locust-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",icky,"Extract that can have antioxidant properties, although it also may have harmful components.
References for this information:
FDA, Center for Food Safety & Applied Nutrition, “Poisonous Plant Bibliography""",0
BLACK MULBERRY,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/black-mulberry.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],goodie,"Due to its arbutin content, this extract can have some value in improving the look of discolorations. Although there is limited research showing this to be the case, the research has been done only in vitro.
References for this information:
eMedicine Journal, November 5, 2001, volume 2, number 11
Biophysical Research Communications, February 1998, issue 3, pages 801–803",2
BLACK PEPPER EXTRACT AND OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/black-pepper-extract-and-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],icky,Used topically it can cause significant skin sensitivity. May be listed by its Latin name Capsicum.,0
BLACK RASPBERRY,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/black-raspberry.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Fruit that has potent antioxidant properties.
References for this information:
Journal of Agricultural Food Chemistry, June 2002, issue 12, pages 3495–3500",3
BLACK TEA,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/black-tea.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",superstar,,3
BLADDERWRACK EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/bladderwrack-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Extract derived from seaweed; it can be an effective antioxidant and has water-binding properties for skin.References for this information:Journal of Agricultural Food Chemistry, February 2002, issue 4, pages 840–845Journal of Cosmetic Science, January-February 2002, issue 1, pages 1–9",3
BLOODWORT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/bloodwort.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],icky,Also known as yarrow.,0
BLUE 1,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/blue-1.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,,2
BLUE 1 LAKE,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/blue-1-lake.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,,2
BOERHAVIA DIFFUSA ROOT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/boerhavia-diffusa-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",superstar,"Extract from a flowering plant. Studies on animals have shown that this plant has strong skin-soothing activity. Like all plant extracts, Boerhavia diffusa also has antioxidant ability.
The leaves of this plant are a major source of the antioxidant quercetin.
References for this information:
Food and Chemical Toxicology, August 2009, issue 8, pages 2142-2149
Journal of Agricultural and Food Chemistry, December 1999, issue 12, pages 5239-5244
Phytochemical Analysis, November-December 2005, issue 6, pages 451-548",3
BOIS DE ROSE OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/bois-de-rose-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,,0
BOIS OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/bois-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,Fragrant oil that has no research showing it has benefit for skin.,0
BORAGE SEED EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/borage-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",superstar,"Extract of the plant Borago officinalis, it can have soothing properties.
References for this information:
Biofactors, 2000, volume 13, issue 1-4, pages 179–185",3
BORAGE SEED OIL,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/borage-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Emollients', 'Antioxidants', 'Plant Extracts']",superstar,"Non-fragrant, moisturizing plant oil that’s a rich source of the essential fatty acid gamma linolenic acid. Also listed as Borago officinalis extract or oil.References for this information:Asian Pacific Journal of Tropical Medicine, September 2014, 7S1, S22-S28",3
BORAGO OFFICINALIS EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/borago-officinalis-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Emollients', 'Plant Extracts']",superstar,,3
BORAGO OFFICINALIS SEED OIL,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/borago-officinalis-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Emollients', 'Antioxidants']",superstar,,3
BORATE,https://www.paulaschoice.com/ingredient-dictionary/preservatives/borate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],icky,"Group of compounds used in cosmetics in small quantities primarily as pH adjusters (they have a pH of 9 to 11). In larger amounts, due to their high pH, they can be significant skin sensitizers.
References for this information:
Biological Trace Element Research, winter 1998, pages 343–357",0
BORAX,https://www.paulaschoice.com/ingredient-dictionary/preservatives/borax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],icky,"Also known as sodium borate decahydrate, borax is a mineral composed of sodium, boron, oxygen, and water. It has preservative properties. The pH range of borax is about 9 to 11; therefore, it can be a significant skin sensitizer when used in cosmetics.",0
BORIC ACID,https://www.paulaschoice.com/ingredient-dictionary/preservatives/boric-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],goodie,"May have skin soothing and restoring benefits, but it is primarily used to improve stability of a formula.",2
BORON NITRIDE,https://www.paulaschoice.com/ingredient-dictionary/absorbent/boron-nitride.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],goodie,"Synthetic, inorganic powder, which in cosmetics has absorbent properties similar to those of natural powders such as talc.",2
BOSWELLIA CARTERII,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/boswellia-carterii.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,,0
BOSWELLIA SERRATA EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/boswellia-serrata-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Plant Extracts']",average,"An extract from the gum resin of a tree and also a source of Indian frankincense, this plant extract has both positive and negative qualities for skin. Its fragrant components have the potential to be sensitizing.
On the flipside, Boswellia serrata also has research showing it has an skin-soothing effect. Clearly there’s some benefit for skin, but there are potential risks, too, just like with lots of other fragrant plant extracts.
References for this information:
Toxicology Mechanisms and Methods, November 2010, issue 9, pages 556–563
Toxicology Letters, March 2008, issue 2, pages 144-149
Dermatologic Therapy, January-February 2010, issue 1, pages S28–S32",1
BOTANICALS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/botanicals.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],average,"General term for a large group of natural ingredients. Botanicals may or may not be organic, and their benefit or risk for your skin depends on the specific botanical in question. Simply put, there are many helpful botanical (natural) ingredients for skin but there are also many that are a must to avoid. Unfortunately, many of the most problematic botanicals routinely show up in skincare products from lines that work overtime to convince you they're better for you because they only contain natural/botanical ingredients. Shopping for products with botanical/natural ingredients without knowing which ones to avoid is a surefire way to cause needless sensitivity that leads to a host of skin problems.",1
BOYSENBERRY,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/boysenberry.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Berry that can have potent antioxidant properties.
References for this information:
Journal of Agricultural Food Chemistry, June 2002, issue 12, pages 3495–3500",3
BRASSICA CAMPESTRIS,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/brassica-campestris.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients']",superstar,,3
BRAZIL NUT EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/brazil-nut-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,"Extract for which there is a small amount of research showing it can have antioxidant properties.
References for this information:
Chemosphere, February 1995, issue 3, pages 801–802",2
BROAD SPECTRUM,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/broad-spectrum.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],goodie,"Term that refers to a sunscreen’s ability to protect the skin from both UVA and UVB rays from the sun. Current FDA regulations state that in order for any SPF-rated product to make a broad spectrum claim, it must pass what's known as a critical wavelength test and have the required testing done to confirm its SPF rating is 15 or greater. Any SPF-rated product below SPF 15 can only make a broad spectrum claim that applies to sunburn prevention, not skin aging (wrinkles, brown spots) or skin cancer.
The new labeling will also tell consumers on the back of the product that sunscreens labeled as both “Broad Spectrum” and “SPF 15” (or higher) not only protect against sunburn, but, if used as directed with other sun protection measures, can reduce the risk of skin cancer and early skin aging. For these broad spectrum products, higher SPF (Sun Protection Factor) values also indicate higher levels of overall protection. By contrast, any sunscreen not labeled as “Broad Spectrum” or that has an SPF value between 2 and 14, has only been shown to help prevent sunburn.
Sunscreen products that are not broad spectrum or that are broad spectrum with SPF values from 2 to14 will be labeled with a warning that reads: “Skin Cancer/Skin Aging Alert: Spending time in the sun increases your risk of skin cancer and early skin aging. This product has been shown only to help prevent sunburn, not skin cancer or early skin aging.""",2
BROMELAIN,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/bromelain.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Exfoliant']",goodie,"Bromelain is a crude extract from the pineapple that contains, among other components, various closely related proteinases, demonstrating skin-soothing activities.
References for this information:
Biotechnology Research International, 2012;2012:976203
Journal of Ethnopharmacology, February-March 1988, issue 2, pages 191-203",2
BRONOPOL,https://www.paulaschoice.com/ingredient-dictionary/preservatives/bronopol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],icky,"Technical name 2-bromo-2-nitropropane-1,3-diol, a formaldehyde-releasing preservative. When combined with an amine in cosmetics it may release nitrosamines.",0
BRONZE POWDER,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/bronze-powder.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,Mineral coloring agent derived from copper. Permanently listed (since 1977) by the FDA as a safe coloring additive.,2
BUDDLEJA DAVIDII EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/buddleja-davidii-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",superstar,"Plant also known as summer lilac or butterfly bush (because the flowers are a food source for butterflies). The extracts of this plant have potent antioxidant properties and also serves to soothe skin.
References for this information:
Journal of Enzyme Inhibition and Medicinal Chemistry, August 2009, issue 4, pages 993-997
Phytochemistry, September 2003, issue 2, pages 385-393.",3
BUMETRIZOLE,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/bumetrizole.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],goodie,Sunscreen ingredient that absorbs primarily UVB light.,2
BUPLEURUM FALCATUM EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/bupleurum-falcatum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],average,"A plant used in Chinese medicine for a varitety of ailments. Some research has shown this extract to have skin-soothing and antioxidant properties. There is no research showing extracts of this plant have any benefit when applied to skin. It does contain glucoside and polysaccharide, but whether these can affect skin through topical application of the extract is unknown.
References for this information:
British Journal of Pharmacology, December 2000, issue 7, pages 1285-1293",1
BURDOCK ROOT,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/burdock-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",superstar,"Plant extract whose active constituents are skin-soothing and antioxidant. Whether the leaves, roots, or seeds are used, burdock is a helpful ingredient for all skin types. It can be problematic for those sensitive to plants in the ragweed family.
References for this information:
Journal of Chromatorgraphy, April 2010, issue 16, pages 2441-2446",3
BUTYL ACETATE,https://www.paulaschoice.com/ingredient-dictionary/film-forming-agents/butyl-acetate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Film-Forming Agents', 'Texture Enhancer']",goodie,Solvent used in nail polish and many other products.,2
BUTYLENE GLYCOL,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/butylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,"Commonly-used ingredient that has multiple functions in cosmetics, including as a texture enhancer. It’s similar to propylene glycol, but has a lighter texture. The Cosmetic Ingredient Review board has evaluated several toxicology tests and other research concerning butylene glycol and has determined it is safe as used in cosmetics products. The U.S. Food and Drug Administration (FDA) has even determined that butylene glycol is safe as a food additive. References for this information: The Journal of Dermatology, September 2014, pages 815-816 International Journal of Toxicology, May 2011, Supplement, pages 5S-16S www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfcfr/CFRSearch.cfm?fr=172.712&SearchTerm=butylene%20glycol Journal of the American College of Toxicology, 1985, issue 2, pages 223-248",2
BUTYL METHOXYDIBENZOYLMETHANE,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/butyl-methoxydibenzoylmethane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],superstar,,3
BUTYLPARABEN,https://www.paulaschoice.com/ingredient-dictionary/preservatives/butylparaben.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],goodie,"Parabens are a group of controversial preservatives that include butylparaben, isobutylparaben, propylparaben, methylparaben, and ethylparaben. All of these were at one time the most widely used group of preservatives used in cosmetics. Parabens were so popular because of their gentle, non-sensitizing, and highly effective profile in comparison to other preservatives but also because they were derived naturally from plants, a rare phenomenon for a preservative. Parabens are found in plants in the form of p-hydroxybenzoic acid (PHBA), a chemical that breaks down to become parabens for a plants own protection. Over the past 10 years parabens have become criticized and condemned for use in cosmetics due to their alleged relation to health concerns affecting women and men. The research about parabens is conflicting and polarizing. Some research indicates they are safe as used in cosmetics and are preferred over other preservatives to keep a formula stable. These studies also showed parabens did not have any effect when compared to natural hormones in the body. However, other research has concluded they are indeed problematic: Some studies determined a 100% concentration of parabens caused skin samples (meaning not intact skin on a person) to break down. However, these studies don’t apply to the tiny amount (1% or less) of parabens typically used in cosmetics. In low amounts, parabens were not shown to harm skin; in fact, they offer a benefit due to their ability to thwart the growth of mold, fungi, and harmful pathogens. Other studies casting parabens in a negative light were based on force-feeding them to rats, a practice that is not only cruel but unrelated to what happens when parabens are applied to skin. There are studies indicating absorption of parabens through skin associated with application of skincare products, but those studies did not take into consideration that parabens are still used as food-grade preservatives or found naturally in plants and that could have been the source not the cosmetics. We also looked at studies showing other questionable effects but those were done in vitro meaning in a petri dish or, again, animal studies in species whose biologic makeup does not closely relate to people. We appreciate the concern about parabens and understand if people choose to avoid them. At Paula’s Choice Skincare we use parabens in a very limited number of products, but that decision is based on other reasons than the scare tactics rampant on the internet. For transparency, we list all ingredients on individual product pages and packaging and our Client Services team is always happy to help.  References for this information: Journal of Exposure Science and Environmental Epidemiology, May 2017, 320-325 Annual Review of Food Science Technology, February 2017, pages 371-390 Journal of Applied Toxicology, April 2017, ePublication Environmental Science and Technology, April 2017, page 4009-4017 Dermatitis, November-December 2015, pages 254-259 Toxicology Letters, December 2013, pages 295-305 Skin Therapy Letter, July-August 2013, pages 5-7 Journal of Agricultural Food Chemistry, June 2008, pages 4631-4636 International Journal of Toxicology, April 2008, pages 1-82 http://www.cosmeticsinfo.org/paraben-information",2
BUTYLPHENYL METHYLPROPIONAL,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/butylphenyl-methylpropional.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],icky,"Synthetic fragrance ingredient with a strong floral scent. (Also goes by the name 2-(4-tert-Butylbenzyl) propionaldehyde or lilial.) Butylphenyl methylpropional’s use in cosmetics is restricted due to concerns over sensitivity. 
The presence of butylphenyl methylpropional must be indicated in the list of ingredients if the product contains more than 0.001% and is meant to be left on skin; it also must be listed if the product contains more than 0.01% and is meant to be rinsed, like cleansers and shampoos.
References for this information:
Global Regulatory Issues for the Cosmetics Industry, 2009, volume 2, pages 55-78",0
BUTYROSPERMUM FRUIT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/butyrospermum-fruit.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",superstar,"Fruit from the karite tree, scientific name Butyrospermum parkii, from which the fat is obtained to make shea butter.",3
BUTYROSPERMUM PARKII,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/butyrospermum-parkii.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients', 'Skin-Replenishing']",superstar,,3
BUTYROSPERUM PARKII (SHEA) BUTTER EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/emollients/Butyrosperum-parkii-shea-butter-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Antioxidants', 'Plant Extracts']",superstar,,3
BUXUS CHINENSIS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/buxus-chinensis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Skin-Replenishing', 'Emollients']",superstar,,3
C10-30 CHOLESTEROL/LANOSTEROL ESTERS,https://www.paulaschoice.com/ingredient-dictionary/emollients/c10-30-cholesterol%2Flanosterol-esters.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],superstar,Blend of cholesterol and fatty acid ester from lanolin. Functions as a skin-soothing agent.,3
C11-15 PARETH-7,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/c11-15-pareth-7.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emulsifiers']",goodie,"A lightweight, synthetic mixture of fatty alcohols and polyethylene glycols that functions as an emulsifier and surfactant. C11-15 pareth-7 is considered safe and non-sensitizing for skin when used in typical concentrations to formulate cosmetics.Reference for this information: https://www.cir-safety.org/sites/default/files/117_final_alkyl.pdf",2
C12-15 ALKYL BENZOATE,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/c12-15-alkyl-benzoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",goodie,"Synthetic ingredient used as an emollient and texture enhancing agent in cosmetics. This common ingredient is soluble in oil and oil-like ingredients, and can impart a lightly conditioning, silky finish to products. Its excellent solubility is one of the main reasons its used in so many sunscreens, as it helps keep the active ingredients dispersed throughout the formula.Reference for this information:International Journal of Toxicology, November-December 2012, pages 342-372",2
C12-16 PARETH-9,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/c12-16-pareth-9.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emulsifiers']",goodie,"A lightweight, synthetic mixture of fatty alcohols and polyethylene glycols that functions as an emulsifier and surfactant. C12-16 pareth-9 is considered safe and non-sensitizing for skin when used in typical concentrations to formulate cosmetics.Reference for this information: https://www.cir-safety.org/sites/default/files/117_final_alkyl.pdf",2
C12-18 ACID TRIGLYCERIDE,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/c12-18-acid-triglyceride.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",goodie,Used as an emollient and texture enhancer in cosmetics.,2
C13-14 ISOPARAFFIN,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/c13-14-isoparaffin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,A petroleum-derived ingredient whose wax-like texture functions as a texture enhancer.,2
C13-15 ALKANE,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/C13-15-alkane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Softening', 'Miscellaneous']",goodie,"A synthetic blend of alkanes that functions as a solvent. Alkanes are saturated hydrocarbons, common cosmetic examples being mineral oil and paraffin. Reference for this information: http://online.personalcarecouncil.org/jsp/Home.jsp",2
C18-36 ACID TRIGLYCERIDE,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/c18-36-acid-triglyceride.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",goodie,Used as an emollient and texture enhancer in cosmetics.,2
C20-40 PARETH-40,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/c20-40-pareth-40.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],goodie,"Mixture of polyethylene glycols of various molecular weight that can function as stabilizing agents, solubolizers, and surfactants.",2
CAFFEIC ACID,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/caffeic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],superstar,"Potent antioxidant. Caffeic acid is derived from plants and is in fact found in most plants.
References for this information:
Toxicology, January 2006, issues 2-3, pages 213-220
Bioorganic & Medicinal Chemistry Letters, June 2002, issue 12, pages 1567–1570",3
CAFFEINE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/caffeine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",average,"Caffeine is the chief stimulant in beverages such as coffee and tea. It’s often included in skincare products with claims that it will improve the look of cellulite or puffy eyes. Unfortunately, research into caffeine’s effects in this regard are mixed. Caffeine’s popularity in products related to cellulite is due to its distant relationship to aminophylline (an ingredient once thought to improve the look of cellulite), which is a modified form of theophylline, and caffeine contains theophylline.Applied to skin, caffeine may have soothing and antioxidant properties, especially when skin is exposed to UV light. It can penetrate skin and has a constricting effect, which can help improve the look of redness but also may be sensitizing.When it comes to puffy eyes, there is no research indicating caffeine can have any benefit; in fact, research has shown caffeine has an inhibitory action on a key protein in skin that helps it look younger. Truly, it’s a mix of pros and cons for skin, though lower amounts (less than 1%)  in skincare products probably don’t present much, if any, risk.References for this information:Drug Design, Development, and Therapy, October 2014, pages 19,923-1,928Skin Pharmacology and Physiology, 2013, issue 1, pages 8-14British Journal of Clinical Pharmacology, August 2009, pages 181-186The Journal of Clinical and Aesthetic Dermatology, January 2009, pages 36-40BMC Complementary and Alternative Medicine, March 2006, issue 9, page 17Bioscience, Biotechnology, and Biochemistry, November 2005, issue 11, pages 2219-2223",1
CAJEPUTI OIL,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cajeputi-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],icky,,0
CALAMINE,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/calamine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],icky,"Preparation of zinc carbonate, colored with ferric oxide (a form of rust). It is a sensitizer when applied to skin so it should be used only as needed.",0
