chemical_id,id,name,description,rating,category_id,functions
601,772,Disodium Phosphate,"Disodium Phốt phát là một muối vô cơ, đưa mào mỹ phẩm đề điều chỉnh độ pH",4,[128],['Hỗn hợp']
602,773,Ditridecyl Dimer Dilinoleate,Một este tổng hợp có chức năng như chất dưỡng ẩm da.,4,[121],['Chất dưỡng ẩm']
603,774,Dromiceius Oil,"Giống như nhiều thành phần khác, nó có tính chất làm dịu, làm mềm da, nhưng nó không phải kỳ diệu như lời đồn quảng cáo. Danh tiếng của dầu Emu chủ yếu là do những quảng cáo của các công ty bán những sản phẩm có chứa nó, chứ không phải từ bằng chứng khoa học.",4,[121],['Chất dưỡng ẩm']
603,775,Dromaius Novaehollandiae,"Giống như nhiều thành phần khác, nó có tính chất làm dịu, làm mềm da, nhưng nó không phải kỳ diệu như lời đồn quảng cáo. Danh tiếng của dầu Emu chủ yếu là do những quảng cáo của các công ty bán những sản phẩm có chứa nó, chứ không phải từ bằng chứng khoa học.",4,[121],['Chất dưỡng ẩm']
604,776,Dunaliella Salina (Dead Sea Alga) Extract,Nước biển là nước thu được từ biển hoặc từ các nguồn nước muối trong đất liền.,4,"[113, 128]","['Tạo kết cấu sản phẩm', 'Hỗn hợp']"
605,777,Dunaliella Salina Extract (Dead Sea Alga),Nước biển là nước thu được từ biển hoặc từ các nguồn nước muối trong đất liền.,4,"[113, 128]","['Tạo kết cấu sản phẩm', 'Hỗn hợp']"
606,778,Dunaliella Salina Extract,Chất này là một nguồn giàu beta-carotene và mang lại những lợi ích chống oxy hóa tiềm ẩn có thể có lợi cho da. Chiết xuất salina Dunaliella cũng là nguồn vitamin B12 tự nhiên,5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
607,779,Durvillaea Antarctica Extract,"Chiết xuất từ một loại algae (Durvillea antarctica). Trong mỹ phẩm, algae có chức năng như chất làm đặc kết cấu, chất ngậm nước, chất chống oxy hoá.",4,"[118, 121, 124]","['Chất chống oxy hóa', 'Chất dưỡng ẩm', 'Chiết xuất thực vật']"
608,780,Elettaria Cardamomum (Cardamom) Seed Extract,"Cây họ gừng, được sử dụng làm hương liệu trong mỹ phẩm, có gây hại cho da.",1,[124],['Chiết xuất thực vật']
655,830,Faex (Yeast Extract),"Nhóm nấm men lớn dùng để lên men đường; men là một nguồn beta-glucan, chất chống oxy hoá tốt. Các loại men được sử dụng trong các sản phẩm mỹ phẩm không có hại và trên thực tế có thể đóng góp vào việc tạo ra một bề mặt da khỏe mạnh hơn nhờ chức năng làm mềm da và dưỡng da.",4,[118],['Chất chống oxy hóa']
1262,1581,Polygylceryl-3 Diisotearate,chức năng như một chất ổn định và chất nhũ hoá trong mỹ phẩm,5,[137],['Chất nhũ hóa/làm dầy kết cấu sản phẩm']
609,781,Eau,"""Thành phần mỹ phẩm được sử dụng rộng rãi nhất, nước gần như luôn luôn được liệt kê đầu tiên trên bảng thành phần vì nó thường có nồng độ cao nhất trong công thức.
Mặc dù có nhiều quảng cáo phóng đại về nhu cầu cấp nước cho da và các loại nước khác nhau mang lại giá trị khác nhau, nhưng thật ra nước không phải là thành phần quan trọng cho da. Chỉ cần có 10% nồng độ nước trong lớp ngoài của da là cần thiết để da mềm mại và đàn hồi. Các nghiên cứu đã so sánh hàm lượng nước trong da khô với da bình thường hoặc da nhờn không thấy sự khác biệt có ý nghĩa thống kê về mức độ ẩm giữa chúng. Hơn nữa, nước quá nhiều có thể là một vấn đề đối với da vì nước phá vỡ các chất thiết yếu trong các lớp bề mặt của da, mà những chất này có vai trò giữ cho da mịn màng và trông khỏe mạnh. Ví dụ, hãy thử nghĩ đến da ngón tay và ngón chân bạn bị ""nhăn nheo"" khi bạn tắm quá lâu. """,4,[128],['Hỗn hợp']
610,782,Echinacea Angustifolia Extract,Một tên gọi khác của echinacea; chất này có tính làm dịu da.,4,"[115, 124]","['Chất làm dịu da', 'Chiết xuất thực vật']"
611,783,Echinacea Purpurea Extract,Một tên gọi khác của echinacea; chất này có tính làm dịu da.,4,"[115, 124]","['Chất làm dịu da', 'Chiết xuất thực vật']"
612,784,Echinacea Stem Cell Culture,Một tên gọi khác của echinacea; chất này có tính làm dịu da.,4,"[115, 124]","['Chất làm dịu da', 'Chiết xuất thực vật']"
613,785,Echium Plantagineum Seed Oil,dầu thực vật giàu chất béo bão hòa và phospholipid cho da.,5,[121],['Chất dưỡng ẩm']
614,786,Egg White,"Lòng trắng trứng bao gồm chủ yếu khoảng 90% nước và khoảng 10% protein (bao gồm cả albumins, mucoproteins, và globulins). Không giống như lòng đỏ, giàu chất béo, lòng trắng trứng hầu như không có chất béo, và hàm lượng carbohydrate nhỏ hơn 1%. Albumin có trong lòng trắng trứng khi bôi lên da để lại một lớp màng. Nó làm co thắt da tạm thời, làm cho da trông mượt mà hơn, nhưng nó cũng có thể gây kích ứng da và không hữu ích cho da chút nào.",1,[131],['Gây kích ứng da']
615,787,Elaeis Guineensis (Palm) Oil,"Có khả năng dưỡng ẩm và chống oxy hóa cho da. Dầu cọ chứa rất nhiều chất béo bão hòa, đặc biệt là 16 loại chất béo bảo hòa, ví dụ palmitic acid. Chất béo không bảo hòa đơn Oleic acid cũng là thành phần chính của dầu cọ. Dầu cọ chưa tinh chế chứa lượng lớn tocotrienol - một dạng vitamin E.",5,"[118, 121, 124]","['Chất chống oxy hóa', 'Chất dưỡng ẩm', 'Chiết xuất thực vật']"
616,788,Elaeis Guineensis,"Có khả năng dưỡng ẩm và chống oxy hóa cho da. Dầu cọ chứa rất nhiều chất béo bão hòa, đặc biệt là 16 loại chất béo bảo hòa, ví dụ palmitic acid. Chất béo không bảo hòa đơn Oleic acid cũng là thành phần chính của dầu cọ. Dầu cọ chưa tinh chế chứa lượng lớn tocotrienol - một dạng vitamin E.",5,"[118, 121, 124]","['Chất chống oxy hóa', 'Chất dưỡng ẩm', 'Chiết xuất thực vật']"
617,789,Elettaria Cardamomum Seed Extract,"Cây họ gừng, được sử dụng làm hương liệu trong mỹ phẩm, có gây hại cho da.",1,[124],['Chiết xuất thực vật']
618,790,English Ivy Extract,"Có thể gây kích ứng da vì có tính chất astringent, đặc biệt với những người bị dị ứng hoặc khô da.",1,"[124, 131]","['Chiết xuất thực vật', 'Gây kích ứng da']"
619,791,Enteromorpha Compressa Extract,"Chiết xuất từ tảo xanh. Trong mỹ phẩm, tảo có chức năng làm dày kết cấu, ngậm nước, và chất chống oxy hoá.",4,"[118, 124, 137]","['Chất chống oxy hóa', 'Chiết xuất thực vật', 'Chất nhũ hóa/làm dầy kết cấu sản phẩm']"
620,792,Epilobium Angustifolium Flower/Leaf/Stem Extract,Có tác dụng làm dịu và chống oxy hóa trên da.,5,[115],['Chất làm dịu da']
621,793,Epilobium Angustioflium Flower/Leaf/Stem Extract,Có tác dụng làm dịu và chống oxy hóa trên da.,5,[115],['Chất làm dịu da']
622,794,Epilobium Angustifolium Extract,Có tác dụng làm dịu và chống oxy hóa trên da.,5,[115],['Chất làm dịu da']
622,795,Fireweed,Có tác dụng làm dịu và chống oxy hóa trên da.,5,[115],['Chất làm dịu da']
622,796,Willow Herb,Có tác dụng làm dịu và chống oxy hóa trên da.,5,[115],['Chất làm dịu da']
623,797,Equisetum Arvense (Horsetail) Leaf Extract,"Chiết xuất từ thực vật có tính chất chống oxy hoá và làm dịu da, nhưng không có nghiên cứu chắc chắn nào cho thấy nó có thể tạo ra tác dụng trên khi thoa lên da.",3,"[118, 124, 131]","['Chất chống oxy hóa', 'Chiết xuất thực vật', 'Gây kích ứng da']"
624,798,Equisetum Arvense Extract,"Chiết xuất từ thực vật có tính chất chống oxy hoá và làm dịu da, nhưng không có nghiên cứu chắc chắn nào cho thấy nó có thể tạo ra tác dụng trên khi thoa lên da.",3,"[118, 124, 131]","['Chất chống oxy hóa', 'Chiết xuất thực vật', 'Gây kích ứng da']"
625,799,Equisetum Arvense,"Chiết xuất từ thực vật có tính chất chống oxy hoá và làm dịu da, nhưng không có nghiên cứu chắc chắn nào cho thấy nó có thể tạo ra tác dụng trên khi thoa lên da.",3,"[118, 124, 131]","['Chất chống oxy hóa', 'Chiết xuất thực vật', 'Gây kích ứng da']"
625,800,Horsetail Extract,"Chiết xuất từ thực vật có tính chất chống oxy hoá và làm dịu da, nhưng không có nghiên cứu chắc chắn nào cho thấy nó có thể tạo ra tác dụng trên khi thoa lên da.",3,"[118, 124, 131]","['Chất chống oxy hóa', 'Chiết xuất thực vật', 'Gây kích ứng da']"
630,805,Ethyl Linoleate,"Vitamin E có trong da người, nhưng có thể bị cạn kiệt do da tiếp xúc môi trường liên tục mà không chống nắng. Đây là một trong những chất chống oxy hoá được biết đến nhiều nhất và được nghiên cứu cho cơ thể và da.$1Có tám dạng cơ bản của toàn bộ phân tử vitamin E hòa tan chất béo, hoặc có nguồn gốc tổng hợp hoặc tự nhiên. Các dạng phổ biến nhất là d-alpha-tocopherol, d-alpha-tocopherol acetate, dl-alpha tocopherol, và dl-alpha tocopherol acetate.$1Tiền tố ""d"" ở phía trước ""alpha"" chỉ ra rằng sản phẩm được lấy từ nguồn tự nhiên, chẳng hạn như dầu thực vật hoặc mầm lúa mì; tiền tố ""dl"" chỉ ra rằng vitamin nhân tạo.$1Nghiên cứu đã chỉ ra rằng các dạng tự nhiên của vitamin E có hiệu quả hơn so với các chất tổng hợp của chúng, nhưng cả hai đều có hoạt tính chống oxy hoá. Thay vì chính Tocopherol, este của Tocopherol thường được sử dụng trong mỹ phẩm. Các este này bao gồm, Tocopheryl Acetate, este axit axetic của Tocopherol; Tocopheryl Linoleate, este axit linoleic của Tocopherol; Tocopheryl Linoleate / Oleate, một hỗn hợp các este axit linoleic và axit oleic của Tocopherol; Tocopheryl Nicotinate, este axit nicotinic của Tocopherol; và Tocopheryl Succinate, este axit succinic của Tocopherol. Potassium Ascorbyl Tocopheryl Phosphate, muối của cả hai vitamin E (Tocopherol) và vitamin C (Ascorbic Acid) cũng có thể được sử dụng trong mỹ phẩm.$1Còn về việc sử dụng vitamin E tinh khiết trị sẹo? Mặc dù đây là một mẹo phổ biến, nghiên cứu cho thấy làm như vậy là không hiệu quả và trong một số trường hợp thực sự có thể làm cho vấn đề tồi tệ hơn. """,5,"[118, 139]","['Chất chống oxy hóa', 'Vitamin']"
631,806,Ethylbisiminomethylguaiacol Magnesium Chloride,nó được sử dụng làm chất hấp thụ và làm dày kết cấu trong mỹ phẩm.,4,"[114, 137]","['Hấp thụ dầu', 'Chất nhũ hóa/làm dầy kết cấu sản phẩm']"
632,807,Ethylene,"Hội đồng chuyên gia CIR lưu ý rằng các chất đồng trùng hợp và polyme rất lớn này có ít độc tính. Acrylates Copolymer đã gây kích ứng da, nhưng không tìm thấy bằng chứng về sự nhạy cảm.$1Mặc dù có vẻ là một biến thể lớn trong sự pha trộn của các monome được sử dụng trong quá trình tổng hợp các copolyme và polyme này, chúng tương tự ở chỗ các polyme, ngoại trừ kích ứng da, không độc hại đáng kể. Các mức monome còn lại được giữ ở mức thấp nhất có thể. Mặc dù các monome có thể gây ra các tác dụng phụ trong một số trường hợp, nhưng mức độ tìm thấy trong mỹ phẩm và các sản phẩm chăm sóc cá nhân không được coi là có nguy cơ an toàn.",3,"[113, 126]","['Tạo kết cấu sản phẩm', 'Chất tạo màng/giữ kết cấu sản phẩm']"
701,887,Glyceryl Stearate Se (Vegetable Derived),"được sử dụng làm chất dưỡng ẩm, chất làm sạch bề mặt và chất nhũ hoá. Có thể nguồn gốc từ động vật hoặc tổng hợp.",4,"[120, 121, 137]","['Làm sạch da', 'Chất dưỡng ẩm', 'Chất nhũ hóa/làm dầy kết cấu sản phẩm']"
633,808,Ethylene/Acrylic Acid Copolymer,"Hội đồng chuyên gia CIR lưu ý rằng các chất đồng trùng hợp và polyme rất lớn này có ít độc tính. Acrylates Copolymer đã gây kích ứng da, nhưng không tìm thấy bằng chứng về sự nhạy cảm.$1Mặc dù có vẻ là một biến thể lớn trong sự pha trộn của các monome được sử dụng trong quá trình tổng hợp các copolyme và polyme này, chúng tương tự ở chỗ các polyme, ngoại trừ kích ứng da, không độc hại đáng kể. Các mức monome còn lại được giữ ở mức thấp nhất có thể. Mặc dù các monome có thể gây ra các tác dụng phụ trong một số trường hợp, nhưng mức độ tìm thấy trong mỹ phẩm và các sản phẩm chăm sóc cá nhân không được coi là có nguy cơ an toàn.",3,"[113, 126]","['Tạo kết cấu sản phẩm', 'Chất tạo màng/giữ kết cấu sản phẩm']"
634,809,Ethylene/Propylene Copolymer,"Hội đồng chuyên gia CIR lưu ý rằng các chất đồng trùng hợp và polyme rất lớn này có ít độc tính. Acrylates Copolymer đã gây kích ứng da, nhưng không tìm thấy bằng chứng về sự nhạy cảm.$1Mặc dù có vẻ là một biến thể lớn trong sự pha trộn của các monome được sử dụng trong quá trình tổng hợp các copolyme và polyme này, chúng tương tự ở chỗ các polyme, ngoại trừ kích ứng da, không độc hại đáng kể. Các mức monome còn lại được giữ ở mức thấp nhất có thể. Mặc dù các monome có thể gây ra các tác dụng phụ trong một số trường hợp, nhưng mức độ tìm thấy trong mỹ phẩm và các sản phẩm chăm sóc cá nhân không được coi là có nguy cơ an toàn.",3,"[113, 126]","['Tạo kết cấu sản phẩm', 'Chất tạo màng/giữ kết cấu sản phẩm']"
635,810,Ethylene/Va Copolymer,"Hội đồng chuyên gia CIR lưu ý rằng các chất đồng trùng hợp và polyme rất lớn này có ít độc tính. Acrylates Copolymer đã gây kích ứng da, nhưng không tìm thấy bằng chứng về sự nhạy cảm.$1Mặc dù có vẻ là một biến thể lớn trong sự pha trộn của các monome được sử dụng trong quá trình tổng hợp các copolyme và polyme này, chúng tương tự ở chỗ các polyme, ngoại trừ kích ứng da, không độc hại đáng kể. Các mức monome còn lại được giữ ở mức thấp nhất có thể. Mặc dù các monome có thể gây ra các tác dụng phụ trong một số trường hợp, nhưng mức độ tìm thấy trong mỹ phẩm và các sản phẩm chăm sóc cá nhân không được coi là có nguy cơ an toàn.",3,"[113, 126]","['Tạo kết cấu sản phẩm', 'Chất tạo màng/giữ kết cấu sản phẩm']"
636,811,Ethylhexylglycerin Polysorbate 20,"Thuật ngữ được sử dụng để mô tả một loạt các thành phần giúp các thành phần khác dễ dàng trượt trên da và thâm nhập vào da. Chất bôi trơn cũng có tính chất giữ ẩm. Các chất bôi trơn bao gồm butylen glycol, glycerin, polysorbates, và propylen glycol. Chúng là những chất cơ bản trong thế giới chăm sóc da.",4,[135],['Chất tạo độ trượt cho sản phẩm']
637,812,Eucalyptus Globulus Leaf Extract,"Chiết xuất có thể có nhiều đặc tính có lợi trên da. Mặc dù những lợi ích này, nó cũng là một chất gây kích ứng da, đặc biệt là trên da bị đã bị tổn thương.",1,"[124, 131]","['Chiết xuất thực vật', 'Gây kích ứng da']"
638,813,Eucalyptus Globulus Leaf Oil,"Dầu có lợi cho da, nhưng cũng là một chất kích ứng da mạnh do các thành phần hóa học của nó. Thật sự mâu thuẫn, loại dầu này, cũng như dầu hương thảo, có những lợi ích và rủi ro. Lượng dầu bạch đàn nồng độ thấp có vẻ như không gây nguy cơ kích ứng nói chung, nhưng các thành phần tạo ra mùi của nó gây kích ứng.",1,[124],['Chiết xuất thực vật']
639,814,Eugenia Caryophyllus (Clove) Bud Oil,Có thể gây kích ứng trầm trọng khi sử dụng nhiều lần.,1,[124],['Chiết xuất thực vật']
640,815,Eugenia Caryophyllus (Clove) Flower Oil,Có thể gây kích ứng trầm trọng khi sử dụng nhiều lần.,1,[124],['Chiết xuất thực vật']
641,816,Eugenia Aromatica,Có thể gây kích ứng da khi sử dụng nhiều lần.,1,[124],['Chiết xuất thực vật']
643,818,Euphorbia Cerifera (Candelilla) Wax,chức năng như một chất ổn định và chất nhũ hoá trong mỹ phẩm,5,[137],['Chất nhũ hóa/làm dầy kết cấu sản phẩm']
644,819,Euphorbia Cerifera Wax,Chiết xuất có nguồn gốc từ cây candelilla; được sử dụng như một chất làm dày kết cấu và chất dưỡng ẩm để tạo kết cấu cho các sản phẩm như son môi hoặc kem nền dạng thỏi.,4,"[113, 121, 124, 137]","['Tạo kết cấu sản phẩm', 'Chất dưỡng ẩm', 'Chiết xuất thực vật', 'Chất nhũ hóa/làm dầy kết cấu sản phẩm']"
645,820,Euphrasia Officinalis (Euphrasia) Extract,"Lợi ích của Euphrasia officinalis phần lớn là bị thổi phồng, mặc dù hàm lượng tanin của chiết xuất thực vật này có thể kích ứng da.",2,"[124, 131]","['Chiết xuất thực vật', 'Gây kích ứng da']"
646,821,Euphrasia Officinalis,"Lợi ích của Euphrasia officinalis phần lớn là bị thổi phồng, mặc dù hàm lượng tanin của chiết xuất thực vật này có thể kích ứng da.",2,"[124, 131]","['Chiết xuất thực vật', 'Gây kích ứng da']"
647,822,Euterpe Oleracea (Acai) Fruit Extract,"Acai (phát âm là ""ah-sigh-ee"") là loại quả berry nhỏ với màu tím đậm. Chứa rất nhiều các chất chống oxy hoá, bao gồm axit ferulic và epicatechin, chứa hàm lượng axit béo thiết yếu và vitamin A, B, C, và E. Dùng trong mỹ phẩm, chiết xuất quả acai có khả năng cải thiện biểu hiện của da bằng cách cung cấp chất chống oxy hoá bảo vệ da và trung hòa gốc tự do gây hại cho tế bào trong môi trường xung quanh. Tính chất này của quả acai thậm chí có thể giúp kéo dài tuổi thọ và chất lượng của sản phẩm chăm sóc da. Theo nghiên cứu trong ống nghiệm, açai có hàm lượng chất chống oxy hoá cao hơn so với nam việt quất, mâm xôi, blackberry, dâu tây hoặc blueberry, nhưng điều đó không nhất thiết có nghĩa là quả này chống oxy hoá tốt nhất - Đây chỉ là một trong những thành phần tốt để dưỡng da.",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
648,823,Euterpe Oleracea Fruit Extract,"Nó là một nguồn chống oxy hoá mạnh, bao gồm axit ferulic và epicatechin. Theo nghiên cứu trong ống nghiệm, açai có hàm lượng chất chống oxy hoá cao hơn nam việt quất, mâm xôi, blackberry, dâu tây và blueberry",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
649,824,Evodia Rutaecarpa Extract,"Một loài cây châu Á có quả làm dịu da rất tốt trong y học cổ truyền Trung Quốc, một khẳng định đã được chứng minh qua ứng dụng tại chỗ đối với da người.",4,"[115, 124]","['Chất làm dịu da', 'Chiết xuất thực vật']"
650,825,Ext. D&C,"Một loại phẩm màu. Theo trang web của FDA (www.fda.gov), khi ""Ext. D&C"" phía sau ghi chú thêm màu sắc, nó có nghĩa là màu sắc được chứng nhận là an toàn khi sử dụng trong mỹ phẩm bôi ngoài da, nhưng không bôi xung quanh mắt hoặc miệng. Những loại phẩm màu này không an toàn khi dùng trong thực phẩm.",4,[123],['Phẩm màu']
651,826,Ext. Violet 2,None,4,[123],['Phẩm màu']
652,827,Extracts Of Aleurites Moluccana (Kukui) Seed,"Nguồn isoflavone, genistein, và daidzein. Đây là chất chống oxy hóa mạnh.",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
653,828,Fd&C,"Loại phẩm màu. Theo FDA, khi FD&C theo sau bởi một màu sắc, loại phẩm màu đó được chứng nhận là an toàn để sử dụng trong thực phẩm, thuốc, và mỹ phẩm.",4,[123],['Phẩm màu']
654,829,Fumaria Officinalis (Fumitory) Extract,"Chiết xuất Fumaria Officinalis là một chiết xuất từ hoa, lá và cành của fumitory, Fumaria officinalis.",4,"[124, 132]","['Chiết xuất thực vật', 'Chất dưỡng da']"
702,888,Glycine Soja (Soybean) Oil,Dầu thực vật từ đậu nành đã được hydro hóa vì vậy nó giữ lại trạng thái bán rắn chứ không phải trạng thái lỏng.,5,"[118, 121]","['Chất chống oxy hóa', 'Chất dưỡng ẩm']"
656,831,Fair Trade Certified™ Organic Olive Oil,"Dầu oliu có nhiều acid béo quan trọng cho da: oleic, palmitic và linolicic acid Oleic là axit béo chủ yếu trong dầu, và vì dầu oliu không bão hòa duy nhất của nó duy trì sự lỏng lẻo của chất lỏng lây lan dễ dàng qua da, giúp Dầu oliu là chất chống oxi hóa cho da, dầu ô liu tốt nhất cho da bình thường và da khô Mặc dù có chứa chất béo không bão hòa đơn, nó cũng không nhẹ như một số loại dầu thực vật khác, vì vậy những người có da nhờn thường sẽ thấy nó dầu oliu và dầu oliu giúp chống lại những tác động có thể nhìn thấy được của ô nhiễm và làm dịu các dấu hiệu của ánh nắng mặt trời bị hư hại.
Dầu thực vật này ít có khả năng gây kích ứng. Rõ ràng: Khi dầu olive được pha với một lượng nhỏ với các thành phần có lợi khác, bạn sẽ có được lợi ích về tính chất dễ trượt trên da và dưỡng ẩm của nó cùng với một số lợi ích chống oxy hoá. Tác động tiêu cực của dầu oliu chỉ xuất hiện khi được sử dụng một mình trên da. """,4,"[118, 121, 124, 132]","['Chất chống oxy hóa', 'Chất dưỡng ẩm', 'Chiết xuất thực vật', 'Chất dưỡng da']"
657,832,Fair Trade Organic Aspalanthus Linearis (Rooibos),"Rooibos hoạt động hài hòa với Vitamin C không gây ô nhiễm giúp bảo vệ và tăng cường khả năng phòng vệ tự nhiên của làn da cho vẻ ngoài mượt mà, săn chắc hơn và hồi sinh hơn.",4,[132],['Chất dưỡng da']
658,833,Fair Trade Organic Aspalathus Linearis (Rooibos),"Rooibos hoạt động hài hòa với Vitamin C không gây ô nhiễm giúp bảo vệ và tăng cường khả năng phòng vệ tự nhiên của làn da cho vẻ ngoài mượt mà, săn chắc hơn và hồi sinh hơn.",4,[132],['Chất dưỡng da']
659,834,Fair Trade Organic Rooibos,"Rooibos hoạt động hài hòa với Vitamin C không gây ô nhiễm giúp bảo vệ và tăng cường khả năng phòng vệ tự nhiên của làn da cho vẻ ngoài mượt mà, săn chắc hơn và hồi sinh hơn.",4,[132],['Chất dưỡng da']
660,835,Fair Trade Organic Theobroma Cacao (Cocoa) Seed Butter,"Bơ ca cao, còn gọi là obroma oil, là chất béo thực vật có nguồn gốc từ hạt ca cao. Nó có nồng độ cao cả axit béo no và không no, bao gồm axit oleic, axit palmitic và axit stearic. Các axit béo này đóng vai trò như một hàng rào bảo vệ da bổ sung để tăng dưỡng ẩm trong da. Điều này cho phép bơ ca cao hiệu quả như một chất khóa ẩm, giúp cải thiện độ ẩm da.",5,"[121, 124]","['Chất dưỡng ẩm', 'Chiết xuất thực vật']"
661,836,Fair Trade Organic Theobromo Cocoa (Cocoa Seed) Butter,"Bơ ca cao, còn gọi là obroma oil, là chất béo thực vật có nguồn gốc từ hạt ca cao. Nó có nồng độ cao cả axit béo no và không no, bao gồm axit oleic, axit palmitic và axit stearic. Các axit béo này đóng vai trò như một hàng rào bảo vệ da bổ sung để tăng dưỡng ẩm trong da. Điều này cho phép bơ ca cao hiệu quả như một chất khóa ẩm, giúp cải thiện độ ẩm da.",5,"[121, 124]","['Chất dưỡng ẩm', 'Chiết xuất thực vật']"
662,837,Fermented Resveratrol Extract (Probiotic),None,5,"[118, 132]","['Chất chống oxy hóa', 'Chất dưỡng da']"
663,838,Ferula Galbaniflua,"Hương liệu, vì nhựa của nó có hàm lượng tinh dầu có chứa monoterpenes cực kỳ kích ứng với da bị tổn thương. Không có nghiên cứu nào cho thấy chất này có bất kỳ lợi ích gì trên da",1,"[124, 131]","['Chiết xuất thực vật', 'Gây kích ứng da']"
664,839,Ficus Carica Fruit Extract,"Bôi ngoài da có thể gây kích ứng, fig là thành phần cần tránh trong các sản phẩm lưu lại trên da.",1,"[124, 131]","['Chiết xuất thực vật', 'Gây kích ứng da']"
665,840,Filipendula Glaberrima,"Còn được gọi là Nakai, gốc của chiết xuất thực vật này đã được chứng minh là một chất chống oxy hóa mạnh.",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
665,841,Nakai,"Còn được gọi là Nakai, gốc của chiết xuất thực vật này đã được chứng minh là một chất chống oxy hóa mạnh.",5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
666,842,Filipendula Rubra,Chiết xuất có thể có đặc tính làm dịu da.,5,"[115, 124]","['Chất làm dịu da', 'Chiết xuất thực vật']"
667,843,Fish Collagen,Collagen amino axit làm tăng mức độ ẩm và độ mướt của da.,4,"[125, 132]","['Cấp nước', 'Chất dưỡng da']"
668,844,Foeniculum Vulgare Extract,Tinh dầu hương liệu gây kích ứng da limonene quá cao.,1,"[118, 131]","['Chất chống oxy hóa', 'Gây kích ứng da']"
669,845,Fomes Officinalis (Mushroom) Extract,"Nấm đã được coi là một nguồn hợp chất sinh học tự nhiên truyền thống trong nhiều thế kỷ và gần đây đã được khai thác cho các thành phần tiềm năng trong ngành công nghiệp mỹ phẩm. Nhiều nấm và thành phần của chúng đã được biết là có lợi cho da và tóc. Các thành phần đại diện như sau: phenolics, polyphenolics, terpenoid, selen, polysaccharides, vitamin và các hợp chất hữu cơ dễ bay hơi. Các hợp chất này cho thấy khả năng chống oxy hóa, chống lão hóa, chống nhăn, làm trắng da và giữ ẩm tuyệt vời, làm cho chúng trở thành những ứng cử viên lý tưởng cho các sản phẩm mỹ phẩm.",5,"[118, 121, 124, 132]","['Chất chống oxy hóa', 'Chất dưỡng ẩm', 'Chiết xuất thực vật', 'Chất dưỡng da']"
670,846,Fragrance (Parfum),Một hoặc hỗn hợp các tinh dầu hương liệu (nguồn gốc từ thực vật hoặc tổng hợp) tạo ra hương vị và mùi cho sản phẩm. Đây thường là chất kích ứng da bởi vì chúng bao gồm hàng trăm các thành phần hóa học riêng biệt. Hương liệu là nguồn kích ứng hàng đầu trong mỹ phẩm.,1,Pending,Pending
671,847,French Green Clay,"Đất sét được sử dụng phổ biến trong mỹ phẩm vì tính hấp thụ của nó, do đó nó lý tưởng để điều trị da nhờn. Hai loại đất sét phổ biến nhất là cao lanh và bentonit. Cao lanh là đất sét tự nhiên, và nhẹ nhàng hơn loại kia.",4,[114],['Hấp thụ dầu']
672,848,Fructooligosaccharides,"Fructooligosaccharides là oligosaccharides được sản xuất enzyme từ củ cải đường và bao gồm chủ yếu là kestose, nystose và fructosyl nystose
Fructooligosaccharide (FOS), một prebiotic được chiết xuất từ hạt Coix lachryma-jobi Linn. (Gióp nước mắt) bằng cách chiết nước nóng ở 60 ° C trong 1 giờ.Hoạt tính sinh học bao gồm chất chống oxy hóa và độc tính tế bào của chiết xuất chứa FOS đã được xác định. Các hoạt động chống oxy hóa bởi DPPH gốc tự do nhặt rác của chiết xuất FOS có chứa được so sánh với vitamin C (0,97 lần vitamin C) với một hoạt động ức chế peroxidation lipid nhẹ. Chất chiết xuất không có tác dụng độc tế bào trên nguyên bào sợi da bình thường của con người. Những kết quả này đã xác nhận không chỉ nguồn FOS từ chiết xuất nước mắt của Gióp mà còn khẳng định ứng dụng tiềm năng của nó như là chất chống oxy hóa trong thực phẩm hoặc mỹ phẩm",9,"[118, 124, 132]","['Chất chống oxy hóa', 'Chiết xuất thực vật', 'Chất dưỡng da']"
673,849,Fu Ling,"Còn được gọi là Hoelen và Fu ling. Chiết xuất từ nấm, có tính chất chống oxy hoá và làm dịu da.",5,"[115, 118, 124]","['Chất làm dịu da', 'Chất chống oxy hóa', 'Chiết xuất thực vật']"
674,850,Fucus Vesiculosus Extract,Chiết xuất từ rong biển; nó có thể là một chất chống oxy hoá hiệu quả và có tính chất giữ nước cho da.,5,"[118, 124]","['Chất chống oxy hóa', 'Chiết xuất thực vật']"
675,851,Fumaria Officinalis Flower/Leaf/Stem Extract,"Chiết xuất Fumaria Officinalis là một chiết xuất từ hoa, lá và cành của fumitory, Fumaria officinalis.",4,"[124, 132]","['Chiết xuất thực vật', 'Chất dưỡng da']"
676,852,Fumaric Acid,một dạng acid với khả năng điều chỉnh pH của sản phẩm,5,"[132, 135]","['Chất dưỡng da', 'Chất tạo độ trượt cho sản phẩm']"
